key,value
4829,106,
4830,112,
4831,31,
4832,120,
4833,95,
4834,80,
4835,35,
4836,58,
4837,48,
4838,18,
4839,58,
4840,58,
4841,74,
4842,96,
4843,13,
4844,32,
4845,211,
4846,78,
4847,34,
4848,7,
4849,79,
4850,64,
4851,83,
4852,17,
4853,121,
4854,215,
4855,150,
4856,126,
4857,95,
4858,41,
4859,39,
4860,58,
4861,110,
4862,69,
4863,94,
4864,82,
4865,190,
4866,45,
4867,82,
4868,89,
4869,113,
4870,38,
4871,59,
4872,42,
4873,84,
4874,94,
4875,121,
4876,34,
4877,113,
4878,33,
4879,56,
4880,84,
4881,100,
4882,193,
4883,83,
4884,31,
4885,63,
4886,90,
4887,65,
4888,29,
4889,54,
4890,31,
4891,61,
4892,52,
4893,53,
4894,116,
4895,133,
4896,93,
4897,78,
4898,62,
4899,33,
4900,43,
4901,47,
4902,56,
4903,41,
4904,57,
4905,94,
4906,194,
4907,121,
4908,54,
4909,29,
4910,132,
4911,174,
4912,98,
4913,84,
4914,70,
4915,36,
4916,62,
4917,108,
4918,87,
4919,70,
4920,52,
4921,80,
4922,65,
4923,149,
4924,55,
4925,170,
4926,70,
4927,51,
4928,84,
4929,229,
4930,162,
4931,70,
4932,46,
4933,25,
4934,39,
4935,34,
4936,52,
4937,90,
4938,89,
4939,56,
4940,78,
4941,57,
4942,51,
4943,68,
4944,40,
4945,78,
4946,53,
4947,264,
4948,79,
4949,143,
4950,76,
4951,82,
4952,29,
4953,44,
4954,154,
4955,35,
4956,145,
4957,46,
4958,153,
4959,94,
4960,108,
4961,74,
4962,60,
4963,54,
4964,37,
4965,119,
4966,25,
4967,15,
4968,77,
4969,48,
4970,97,
4971,63,
4972,40,
4973,117,
4974,74,
4975,49,
4976,44,
4977,44,
4978,84,
4979,42,
4980,80,
4981,33,
4982,97,
4983,57,
4984,71,
4985,206,
4986,252,
4987,113,
4988,119,
4989,53,
4990,50,
4991,20,
4992,38,
4993,36,
4994,123,
4995,81,
4996,126,
4997,64,
4998,77,
4999,59,
5000,81,
5001,92,
5002,11,
5003,58,
5004,227,
5005,36,
5006,31,
5007,219,
5008,33,
5009,33,
5010,47,
5011,163,
5012,24,
5013,35,
5014,64,
5015,75,
5016,163,
5017,64,
5018,48,
5019,35,
5020,131,
5021,88,
5022,67,
5023,102,
5024,39,
5025,144,
5026,128,
5027,83,
5028,33,
5029,105,
5030,13,
5031,43,
5032,56,
5033,68,
5034,30,
5035,43,
5036,90,
5037,98,
5038,61,
5039,136,
5040,28,
5041,100,
5042,270,
5043,134,
5044,52,
5045,67,
5046,49,
5047,186,
5048,24,
5049,10,
5050,115,
5051,81,
5052,79,
5053,35,
5054,92,
5055,181,
5056,102,
5057,35,
5058,62,
5059,87,
5060,49,
5061,81,
5062,104,
5063,79,
5064,94,
5065,128,
5066,65,
5067,46,
5068,29,
5069,98,
5070,91,
5071,80,
5072,40,
5073,63,
5074,238,
5075,169,
5076,31,
5077,90,
5078,146,
5079,26,
5080,15,
5081,18,
5082,158,
5083,89,
5084,22,
5085,54,
5086,65,
5087,69,
5088,51,
5089,53,
5090,109,
5091,33,
5092,53,
5093,42,
5094,60,
5095,44,
5096,37,
5097,54,
5098,99,
5099,47,
5100,96,
5101,75,
5102,85,
5103,58,
5104,38,
5105,73,
5106,65,
5107,136,
5108,164,
5109,27,
5110,116,
5111,35,
5112,47,
5113,36,
5114,34,
5115,50,
5116,70,
5117,85,
5118,9,
5119,46,
5120,138,
5121,178,
5122,102,
5123,68,
5124,49,
5125,51,
5126,74,
5127,129,
5128,39,
5129,15,
5130,13,
5131,96,
5132,71,
5133,42,
5134,45,
5135,131,
5136,40,
5137,15,
5138,66,
5139,282,
5140,26,
5141,125,
5142,56,
5143,45,
5144,9,
5145,61,
5146,23,
5147,29,
5148,23,
5149,77,
5150,113,
5151,102,
5152,75,
5153,45,
5154,63,
5155,98,
5156,77,
5157,67,
5158,57,
5159,16,
5160,148,
5161,230,
5162,55,
5163,37,
5164,114,
5165,80,
5166,98,
5167,85,
5168,112,
5169,84,
5170,53,
5171,49,
5172,41,
5173,35,
5174,36,
5175,61,
5176,50,
5177,118,
5178,124,
5179,140,
5180,136,
5181,131,
5182,32,
5183,34,
5184,53,
5185,158,
5186,55,
5187,42,
5188,73,
5189,29,
5190,106,
5191,8,
5192,50,
5193,120,
5194,125,
5195,33,
5196,53,
5197,67,
5198,75,
5199,94,
5200,71,
5201,89,
5202,79,
5203,224,
5204,171,
5205,45,
5206,35,
5207,76,
5208,102,
5209,31,
5210,113,
5211,46,
5212,74,
5213,79,
5214,71,
5215,72,
5216,76,
5217,38,
5218,147,
5219,89,
5220,77,
5221,46,
5222,84,
5223,86,
5224,105,
5225,22,
5226,77,
5227,51,
5228,71,
5229,130,
5230,116,
5231,142,
5232,141,
5233,64,
5234,64,
5235,121,
5236,134,
5237,74,
5238,119,
5239,106,
5240,77,
5241,47,
5242,223,
5243,60,
5244,121,
5245,56,
5246,79,
5247,61,
5248,48,
5249,47,
5250,165,
5251,92,
5252,23,
5253,40,
5254,61,
5255,25,
5256,106,
5257,41,
5258,49,
5259,189,
5260,213,
5261,46,
5262,48,
5263,126,
5264,21,
5265,129,
5266,105,
5267,102,
5268,41,
5269,113,
5270,48,
5271,96,
5272,65,
5273,152,
5274,58,
5275,62,
5276,61,
5277,71,
5278,111,
5279,142,
5280,16,
5281,30,
5282,119,
5283,144,
5284,36,
5285,15,
5286,127,
5287,10,
5288,130,
5289,35,
5290,130,
5291,57,
5292,59,
5293,99,
5294,123,
5295,72,
5296,84,
5297,25,
5298,37,
5299,25,
5300,44,
5301,34,
5302,44,
5303,50,
5304,76,
5305,84,
5306,37,
5307,74,
5308,75,
5309,61,
5310,33,
5311,82,
5312,15,
5313,38,
5314,132,
5315,90,
5316,45,
5317,141,
5318,57,
5319,22,
5320,62,
5321,72,
5322,49,
5323,65,
5324,36,
5325,36,
5326,76,
5327,145,
5328,67,
5329,192,
5330,135,
5331,37,
5332,19,
5333,56,
5334,69,
5335,87,
5336,56,
5337,113,
5338,33,
5339,52,
5340,181,
5341,41,
5342,18,
5343,28,
5344,75,
5345,71,
5346,111,
5347,56,
5348,66,
5349,117,
5350,32,
5351,24,
5352,98,
5353,78,
5354,62,
5355,64,
5356,111,
5357,72,
5358,190,
5359,81,
5360,101,
5361,74,
5362,69,
5363,90,
5364,110,
5365,68,
5366,60,
5367,36,
5368,73,
5369,42,
5370,50,
5371,87,
5372,41,
5373,99,
5374,30,
5375,73,
5376,88,
5377,76,
5378,98,
5379,19,
5380,18,
5381,96,
5382,63,
5383,137,
5384,101,
5385,120,
5386,31,
5387,116,
5388,65,
5389,54,
5390,77,
5391,41,
5392,44,
5393,95,
5394,45,
5395,85,
5396,56,
5397,71,
5398,84,
5399,54,
5400,37,
5401,27,
5402,156,
5403,87,
5404,55,
5405,17,
5406,112,
5407,28,
5408,120,
5409,126,
5410,116,
5411,47,
5412,63,
5413,50,
5414,48,
5415,44,
5416,103,
5417,33,
5418,103,
5419,171,
5420,51,
5421,60,
5422,59,
5423,269,
5424,98,
5425,60,
5426,50,
5427,81,
5428,98,
5429,82,
5430,54,
5431,61,
5432,9,
5433,142,
5434,63,
5435,74,
5436,51,
5437,40,
5438,26,
5439,125,
5440,68,
5441,208,
5442,25,
5443,66,
5444,90,
5445,64,
5446,23,
5447,52,
5448,22,
5449,58,
5450,101,
5451,78,
5452,95,
5453,202,
5454,37,
5455,108,
5456,66,
5457,95,
5458,70,
5459,28,
5460,118,
5461,37,
5462,72,
5463,73,
5464,62,
5465,36,
5466,50,
5467,110,
5468,117,
5469,81,
5470,64,
5471,48,
5472,62,
5473,101,
5474,61,
5475,150,
5476,66,
5477,42,
5478,70,
5479,64,
5480,106,
5481,25,
5482,101,
5483,151,
5484,51,
5485,82,
5486,146,
5487,32,
5488,41,
5489,63,
5490,110,
5491,66,
5492,19,
5493,48,
5494,43,
5495,73,
5496,170,
5497,92,
5498,38,
5499,39,
5500,147,
5501,46,
5502,58,
5503,98,
5504,76,
5505,162,
5506,88,
5507,142,
5508,90,
5509,53,
5510,160,
5511,48,
5512,56,
5513,88,
5514,157,
5515,45,
5516,41,
5517,73,
5518,127,
5519,260,
5520,63,
5521,60,
5522,40,
5523,93,
5524,157,
5525,60,
5526,122,
5527,68,
5528,105,
5529,116,
5530,81,
5531,47,
5532,53,
5533,69,
5534,48,
5535,92,
5536,30,
5537,68,
5538,43,
5539,68,
5540,37,
5541,69,
5542,299,
5543,33,
5544,105,
5545,192,
5546,16,
5547,57,
5548,94,
5549,85,
5550,100,
5551,56,
5552,49,
5553,33,
5554,138,
5555,153,
5556,40,
5557,62,
5558,89,
5559,38,
5560,293,
5561,37,
5562,59,
5563,29,
5564,22,
5565,97,
5566,31,
5567,72,
5568,76,
5569,45,
5570,61,
5571,119,
5572,113,
5573,240,
5574,58,
5575,32,
5576,56,
5577,88,
5578,23,
5579,154,
5580,180,
5581,49,
5582,94,
5583,31,
5584,83,
5585,61,
5586,57,
5587,83,
5588,83,
5589,89,
5590,256,
5591,56,
5592,148,
5593,23,
5594,54,
5595,73,
5596,53,
5597,45,
5598,43,
5599,25,
5600,58,
5601,8,
5602,33,
5603,22,
5604,146,
5605,86,
5606,52,
5607,47,
5608,88,
5609,33,
5610,65,
5611,36,
5612,63,
5613,43,
5614,107,
5615,40,
5616,53,
5617,100,
5618,117,
5619,46,
5620,40,
5621,72,
5622,147,
5623,124,
5624,40,
5625,61,
5626,97,
5627,53,
5628,99,
5629,83,
5630,79,
5631,90,
5632,56,
5633,96,
5634,144,
5635,52,
5636,25,
5637,37,
5638,166,
5639,33,
5640,196,
5641,47,
5642,113,
5643,133,
5644,28,
5645,121,
5646,60,
5647,117,
5648,168,
5649,91,
5650,54,
5651,63,
5652,100,
5653,71,
5654,102,
5655,43,
5656,20,
5657,54,
5658,208,
5659,39,
5660,87,
5661,65,
5662,109,
5663,76,
5664,82,
5665,88,
5666,19,
5667,117,
5668,70,
5669,89,
5670,56,
5671,130,
5672,61,
5673,110,
5674,93,
5675,28,
5676,79,
5677,112,
5678,61,
5679,75,
5680,50,
5681,172,
5682,43,
5683,80,
5684,60,
5685,38,
5686,21,
5687,171,
5688,41,
5689,76,
5690,30,
5691,20,
5692,128,
5693,95,
5694,10,
5695,92,
5696,99,
5697,79,
5698,54,
5699,138,
5700,83,
5701,98,
5702,27,
5703,108,
5704,24,
5705,83,
5706,21,
5707,94,
5708,60,
5709,88,
5710,56,
5711,83,
5712,171,
5713,70,
5714,48,
5715,66,
5716,143,
5717,79,
5718,92,
5719,180,
5720,22,
5721,82,
5722,66,
5723,132,
5724,76,
5725,67,
5726,64,
5727,102,
5728,122,
5729,26,
5730,46,
5731,44,
5732,90,
5733,48,
5734,117,
5735,51,
5736,55,
5737,67,
5738,69,
5739,57,
5740,15,
5741,41,
5742,82,
5743,170,
5744,112,
5745,197,
5746,163,
5747,48,
5748,90,
5749,41,
5750,37,
5751,20,
5752,41,
5753,81,
5754,47,
5755,58,
5756,125,
5757,165,
5758,122,
5759,94,
5760,92,
5761,195,
5762,98,
5763,49,
5764,162,
5765,76,
5766,113,
5767,38,
5768,164,
5769,43,
5770,54,
5771,96,
5772,107,
5773,144,
5774,67,
5775,68,
5776,64,
5777,19,
5778,80,
5779,73,
5780,45,
5781,44,
5782,37,
5783,73,
5784,87,
5785,44,
5786,39,
5787,172,
5788,56,
5789,95,
5790,189,
5791,74,
5792,60,
5793,62,
5794,52,
5795,82,
5796,87,
5797,14,
5798,120,
5799,167,
5800,38,
5801,35,
5802,29,
5803,13,
5804,70,
5805,53,
5806,69,
5807,27,
5808,114,
5809,320,
5810,82,
5811,29,
5812,61,
5813,106,
5814,86,
5815,91,
5816,40,
5817,96,
5818,46,
5819,25,
5820,65,
5821,178,
5822,121,
5823,57,
5824,87,
5825,75,
5826,22,
5827,121,
5828,38,
5829,95,
5830,170,
5831,11,
5832,52,
5833,47,
5834,60,
5835,117,
5836,25,
5837,30,
5838,55,
5839,37,
5840,45,
5841,65,
5842,384,
5843,158,
5844,188,
5845,105,
5846,64,
5847,153,
5848,62,
5849,36,
5850,153,
5851,21,
5852,66,
5853,175,
5854,50,
5855,62,
5856,136,
5857,61,
5858,80,
5859,76,
5860,113,
5861,99,
5862,71,
5863,79,
5864,54,
5865,100,
5866,60,
5867,179,
5868,136,
5869,55,
5870,42,
5871,54,
5872,98,
5873,78,
5874,49,
5875,69,
5876,122,
5877,36,
5878,28,
5879,84,
5880,39,
5881,135,
5882,109,
5883,154,
5884,95,
5885,100,
5886,52,
5887,39,
5888,108,
5889,96,
5890,66,
5891,67,
5892,41,
5893,85,
5894,85,
5895,100,
5896,124,
5897,21,
5898,68,
5899,61,
5900,43,
5901,5,
5902,115,
5903,81,
5904,60,
5905,83,
5906,300,
5907,126,
5908,45,
5909,91,
5910,28,
5911,61,
5912,67,
5913,75,
5914,101,
5915,45,
5916,10,
5917,53,
5918,40,
5919,89,
5920,148,
5921,40,
5922,117,
5923,65,
5924,141,
5925,88,
5926,102,
5927,61,
5928,111,
5929,63,
5930,76,
5931,131,
5932,47,
5933,171,
5934,38,
5935,53,
5936,54,
5937,285,
5938,125,
5939,124,
5940,22,
5941,80,
5942,75,
5943,70,
5944,57,
5945,51,
5946,113,
5947,103,
5948,112,
5949,41,
5950,65,
5951,124,
5952,23,
5953,76,
5954,77,
5955,18,
5956,105,
5957,102,
5958,96,
5959,111,
5960,89,
5961,73,
5962,133,
5963,25,
5964,49,
5965,50,
5966,41,
5967,70,
5968,122,
5969,76,
5970,62,
5971,48,
5972,70,
5973,47,
5974,70,
5975,52,
5976,146,
5977,66,
5978,50,
5979,67,
5980,49,
5981,70,
5982,109,
5983,50,
5984,83,
5985,96,
5986,69,
5987,22,
5988,51,
5989,54,
5990,59,
5991,87,
5992,45,
5993,41,
5994,44,
5995,57,
5996,88,
5997,116,
5998,73,
5999,60,
6000,27,
6001,315,
6002,22,
6003,293,
6004,177,
6005,42,
6006,26,
6007,81,
6008,119,
6009,38,
6010,30,
6011,149,
6012,243,
6013,44,
6014,109,
6015,44,
6016,48,
6017,39,
6018,187,
6019,74,
6020,70,
6021,101,
6022,102,
6023,57,
6024,42,
6025,153,
6026,35,
6027,87,
6028,49,
6029,116,
6030,149,
6031,95,
6032,208,
6033,102,
6034,50,
6035,27,
6036,127,
6037,111,
6038,206,
6039,150,
6040,27,
6041,115,
6042,124,
6043,80,
6044,63,
6045,160,
6046,55,
6047,106,
6048,20,
6049,36,
6050,46,
6051,27,
6052,65,
6053,107,
6054,155,
6055,110,
6056,42,
6057,75,
6058,159,
6059,111,
6060,94,
6061,57,
6062,33,
6063,104,
6064,153,
6065,57,
6066,92,
6067,101,
6068,29,
6069,35,
6070,79,
6071,39,
6072,82,
6073,84,
6074,69,
6075,65,
6076,26,
6077,33,
6078,34,
6079,45,
6080,214,
6081,39,
6082,181,
6083,42,
6084,46,
6085,26,
6086,51,
6087,130,
6088,19,
6089,64,
6090,54,
6091,99,
6092,143,
6093,26,
6094,21,
6095,58,
6096,32,
6097,55,
6098,106,
6099,85,
6100,57,
6101,30,
6102,95,
6103,160,
6104,242,
6105,50,
6106,145,
6107,91,
6108,98,
6109,49,
6110,92,
6111,27,
6112,33,
6113,92,
6114,71,
6115,111,
6116,59,
6117,60,
6118,61,
6119,111,
6120,100,
6121,92,
6122,147,
6123,108,
6124,57,
6125,137,
6126,19,
6127,95,
6128,14,
6129,38,
6130,98,
6131,50,
6132,79,
6133,98,
6134,75,
6135,191,
6136,76,
6137,52,
6138,102,
6139,27,
6140,155,
6141,106,
6142,121,
6143,32,
6144,39,
6145,88,
6146,41,
6147,93,
6148,200,
6149,61,
6150,198,
6151,54,
6152,134,
6153,78,
6154,18,
6155,54,
6156,74,
6157,94,
6158,67,
6159,87,
6160,102,
6161,103,
6162,51,
6163,22,
6164,107,
6165,103,
6166,45,
6167,45,
6168,129,
6169,70,
6170,64,
6171,80,
6172,46,
6173,53,
6174,52,
6175,49,
6176,50,
6177,33,
6178,20,
6179,74,
6180,42,
6181,68,
6182,130,
6183,114,
6184,37,
6185,61,
6186,21,
6187,19,
6188,80,
6189,114,
6190,230,
6191,59,
6192,32,
6193,30,
6194,39,
6195,121,
6196,175,
6197,74,
6198,79,
6199,209,
6200,79,
6201,139,
6202,23,
6203,45,
6204,85,
6205,89,
6206,17,
6207,103,
6208,74,
6209,39,
6210,242,
6211,54,
6212,139,
6213,65,
6214,116,
6215,175,
6216,52,
6217,83,
6218,82,
6219,36,
6220,168,
6221,150,
6222,62,
6223,99,
6224,102,
6225,131,
6226,53,
6227,108,
6228,180,
6229,78,
6230,79,
6231,47,
6232,39,
6233,57,
6234,62,
6235,18,
6236,86,
6237,71,
6238,181,
6239,76,
6240,120,
6241,50,
6242,87,
6243,61,
6244,13,
6245,68,
6246,45,
6247,115,
6248,62,
6249,90,
6250,32,
6251,112,
6252,75,
6253,42,
6254,53,
6255,76,
6256,28,
6257,31,
6258,20,
6259,25,
6260,70,
6261,112,
6262,42,
6263,36,
6264,140,
6265,40,
6266,50,
6267,66,
6268,62,
6269,39,
6270,85,
6271,68,
6272,90,
6273,31,
6274,114,
6275,92,
6276,47,
6277,60,
6278,96,
6279,61,
6280,49,
6281,82,
6282,132,
6283,132,
6284,46,
6285,59,
6286,10,
6287,166,
6288,15,
6289,144,
6290,217,
6291,68,
6292,122,
6293,51,
6294,45,
6295,40,
6296,85,
6297,82,
6298,54,
6299,108,
6300,59,
6301,58,
6302,72,
6303,130,
6304,39,
6305,102,
6306,61,
6307,113,
6308,102,
6309,87,
6310,124,
6311,36,
6312,62,
6313,61,
6314,88,
6315,138,
6316,58,
6317,68,
6318,60,
6319,35,
6320,136,
6321,147,
6322,141,
6323,94,
6324,27,
6325,15,
6326,81,
6327,53,
6328,94,
6329,35,
6330,113,
6331,65,
6332,40,
6333,34,
6334,11,
6335,20,
6336,112,
6337,37,
6338,150,
6339,59,
6340,51,
6341,142,
6342,74,
6343,155,
6344,86,
6345,309,
6346,18,
6347,128,
6348,113,
6349,100,
6350,135,
6351,41,
6352,34,
6353,35,
6354,121,
6355,43,
6356,42,
6357,15,
6358,27,
6359,26,
6360,78,
6361,28,
6362,104,
6363,95,
6364,66,
6365,37,
6366,51,
6367,71,
6368,18,
6369,99,
6370,45,
6371,55,
6372,61,
6373,186,
6374,68,
6375,98,
6376,73,
6377,22,
6378,35,
6379,68,
6380,179,
6381,71,
6382,142,
6383,11,
6384,72,
6385,145,
6386,83,
6387,65,
6388,29,
6389,58,
6390,101,
6391,101,
6392,72,
6393,51,
6394,31,
6395,67,
6396,82,
6397,17,
6398,114,
6399,205,
6400,84,
6401,125,
6402,77,
6403,63,
6404,85,
6405,88,
6406,81,
6407,45,
6408,89,
6409,48,
6410,101,
6411,46,
6412,36,
6413,246,
6414,150,
6415,33,
6416,36,
6417,69,
6418,51,
6419,60,
6420,74,
6421,21,
6422,146,
6423,67,
6424,66,
6425,69,
6426,19,
6427,127,
6428,32,
6429,61,
6430,31,
6431,42,
6432,62,
6433,47,
6434,32,
6435,68,
6436,69,
6437,99,
6438,100,
6439,40,
6440,102,
6441,53,
6442,12,
6443,110,
6444,89,
6445,87,
6446,36,
6447,115,
6448,83,
6449,67,
6450,82,
6451,87,
6452,64,
6453,45,
6454,84,
6455,98,
6456,45,
6457,22,
6458,18,
6459,57,
6460,48,
6461,74,
6462,44,
6463,170,
6464,101,
6465,64,
6466,47,
6467,46,
6468,86,
6469,21,
6470,79,
6471,31,
6472,36,
6473,99,
6474,100,
6475,68,
6476,65,
6477,115,
6478,163,
6479,66,
6480,29,
6481,37,
6482,96,
6483,79,
6484,124,
6485,61,
6486,56,
6487,37,
6488,117,
6489,84,
6490,108,
6491,55,
6492,89,
6493,104,
6494,73,
6495,79,
6496,37,
6497,23,
6498,157,
6499,74,
6500,13,
6501,47,
6502,116,
6503,82,
6504,94,
6505,80,
6506,84,
6507,46,
6508,125,
6509,97,
6510,130,
6511,83,
6512,56,
6513,122,
6514,81,
6515,49,
6516,58,
6517,44,
6518,64,
6519,223,
6520,26,
6521,31,
6522,95,
6523,94,
6524,116,
6525,75,
6526,101,
6527,49,
6528,182,
6529,54,
6530,51,
6531,110,
6532,51,
6533,226,
6534,155,
6535,53,
6536,106,
6537,62,
6538,52,
6539,28,
6540,73,
6541,163,
6542,155,
6543,73,
6544,22,
6545,114,
6546,16,
6547,92,
6548,61,
6549,69,
6550,38,
6551,44,
6552,47,
6553,119,
6554,99,
6555,139,
6556,108,
6557,34,
6558,89,
6559,70,
6560,40,
6561,222,
6562,100,
6563,61,
6564,45,
6565,116,
6566,75,
6567,86,
6568,78,
6569,28,
6570,116,
6571,49,
6572,63,
6573,57,
6574,5,
6575,58,
6576,139,
6577,142,
6578,36,
6579,175,
6580,128,
6581,53,
6582,162,
6583,54,
6584,60,
6585,195,
6586,142,
6587,40,
6588,88,
6589,30,
6590,36,
6591,50,
6592,101,
6593,106,
6594,125,
6595,51,
6596,135,
6597,47,
6598,163,
6599,99,
6600,47,
6601,26,
6602,43,
6603,80,
6604,68,
6605,59,
6606,18,
6607,46,
6608,51,
6609,23,
6610,70,
6611,114,
6612,172,
6613,77,
6614,22,
6615,97,
6616,30,
6617,96,
6618,78,
6619,86,
6620,26,
6621,77,
6622,140,
6623,51,
6624,70,
6625,84,
6626,96,
6627,88,
6628,85,
6629,82,
6630,70,
6631,41,
6632,85,
6633,58,
6634,16,
6635,45,
6636,132,
6637,59,
6638,111,
6639,61,
6640,134,
6641,114,
6642,45,
6643,23,
6644,77,
6645,58,
6646,38,
6647,56,
6648,136,
6649,40,
6650,76,
6651,31,
6652,105,
6653,38,
6654,58,
6655,67,
6656,53,
6657,32,
6658,63,
6659,69,
6660,75,
6661,41,
6662,51,
6663,25,
6664,49,
6665,145,
6666,130,
6667,176,
6668,150,
6669,166,
6670,41,
6671,127,
6672,313,
6673,58,
6674,44,
6675,104,
6676,17,
6677,94,
6678,77,
6679,158,
6680,70,
6681,118,
6682,50,
6683,53,
6684,147,
6685,103,
6686,94,
6687,19,
6688,44,
6689,85,
6690,81,
6691,105,
6692,54,
6693,66,
6694,111,
6695,88,
6696,48,
6697,130,
6698,104,
6699,49,
6700,65,
6701,108,
6702,154,
6703,93,
6704,47,
6705,21,
6706,81,
6707,83,
6708,102,
6709,53,
6710,51,
6711,88,
6712,65,
6713,203,
6714,129,
6715,68,
6716,103,
6717,83,
6718,119,
6719,90,
6720,104,
6721,102,
6722,83,
6723,100,
6724,34,
6725,76,
6726,50,
6727,143,
6728,66,
6729,103,
6730,140,
6731,130,
6732,118,
6733,74,
6734,29,
6735,116,
6736,34,
6737,139,
6738,72,
6739,67,
6740,37,
6741,38,
6742,231,
6743,43,
6744,48,
6745,54,
6746,57,
6747,150,
6748,64,
6749,51,
6750,80,
6751,29,
6752,27,
6753,55,
6754,163,
6755,178,
6756,153,
6757,115,
6758,124,
6759,45,
6760,123,
6761,180,
6762,40,
6763,85,
6764,74,
6765,37,
6766,25,
6767,156,
6768,24,
6769,124,
6770,37,
6771,156,
6772,212,
6773,101,
6774,53,
6775,55,
6776,46,
6777,39,
6778,26,
6779,66,
6780,50,
6781,49,
6782,94,
6783,40,
6784,37,
6785,52,
6786,26,
6787,222,
6788,24,
6789,247,
6790,62,
6791,57,
6792,46,
6793,37,
6794,102,
6795,23,
6796,74,
6797,34,
6798,113,
6799,49,
6800,75,
6801,64,
6802,95,
6803,40,
6804,112,
6805,84,
6806,8,
6807,43,
6808,141,
6809,8,
6810,65,
6811,84,
6812,117,
6813,187,
6814,140,
6815,55,
6816,119,
6817,111,
6818,37,
6819,89,
6820,88,
6821,126,
6822,79,
6823,59,
6824,156,
6825,82,
6826,124,
6827,35,
6828,156,
6829,101,
6830,71,
6831,31,
6832,22,
6833,74,
6834,66,
6835,57,
6836,57,
6837,30,
6838,23,
6839,87,
6840,95,
6841,54,
6842,58,
6843,215,
6844,52,
6845,87,
6846,94,
6847,72,
6848,68,
6849,77,
6850,64,
6851,94,
6852,92,
6853,40,
6854,126,
6855,116,
6856,104,
6857,35,
6858,71,
6859,215,
6860,39,
6861,50,
6862,147,
6863,96,
6864,54,
6865,166,
6866,60,
6867,135,
6868,45,
6869,73,
6870,60,
6871,77,
6872,70,
6873,72,
6874,32,
6875,68,
6876,76,
6877,71,
6878,36,
6879,92,
6880,126,
6881,53,
6882,73,
6883,63,
6884,68,
6885,59,
6886,54,
6887,43,
6888,64,
6889,44,
6890,62,
6891,74,
6892,40,
6893,71,
6894,40,
6895,73,
6896,54,
6897,98,
6898,80,
6899,53,
6900,38,
6901,62,
6902,63,
6903,24,
6904,34,
6905,142,
6906,67,
6907,35,
6908,29,
6909,97,
6910,30,
6911,130,
6912,64,
6913,119,
6914,65,
6915,75,
6916,21,
6917,64,
6918,62,
6919,60,
6920,80,
6921,23,
6922,51,
6923,29,
6924,72,
6925,26,
6926,62,
6927,137,
6928,58,
6929,81,
6930,37,
6931,95,
6932,60,
6933,61,
6934,105,
6935,63,
6936,46,
6937,75,
6938,118,
6939,114,
6940,40,
6941,63,
6942,58,
6943,108,
6944,46,
6945,51,
6946,9,
6947,50,
6948,74,
6949,163,
6950,78,
6951,37,
6952,69,
6953,85,
6954,184,
6955,18,
6956,142,
6957,33,
6958,47,
6959,49,
6960,57,
6961,103,
6962,29,
6963,113,
6964,36,
6965,31,
6966,86,
6967,105,
6968,40,
6969,150,
6970,35,
6971,65,
6972,20,
6973,79,
6974,14,
6975,72,
6976,78,
6977,110,
6978,56,
6979,21,
6980,44,
6981,45,
6982,88,
6983,37,
6984,85,
6985,154,
6986,161,
6987,77,
6988,139,
6989,27,
6990,128,
6991,133,
6992,123,
6993,28,
6994,65,
6995,230,
6996,164,
6997,63,
6998,42,
6999,76,
7000,13,
7001,49,
7002,98,
7003,41,
7004,83,
7005,35,
7006,13,
7007,58,
7008,187,
7009,101,
7010,75,
7011,126,
7012,10,
7013,153,
7014,59,
7015,118,
7016,95,
7017,110,
7018,99,
7019,108,
7020,110,
7021,21,
7022,98,
7023,53,
7024,74,
7025,35,
7026,70,
7027,175,
7028,22,
7029,65,
7030,27,
7031,34,
7032,56,
7033,38,
7034,151,
7035,30,
7036,231,
7037,112,
7038,49,
7039,43,
7040,120,
7041,57,
7042,139,
7043,63,
7044,25,
7045,59,
7046,112,
7047,78,
7048,44,
7049,42,
7050,43,
7051,40,
7052,26,
7053,152,
7054,46,
7055,105,
7056,292,
7057,93,
7058,24,
7059,142,
7060,12,
7061,67,
7062,97,
7063,29,
7064,114,
7065,127,
7066,52,
7067,71,
7068,178,
7069,80,
7070,91,
7071,245,
7072,60,
7073,126,
7074,162,
7075,75,
7076,54,
7077,61,
7078,198,
7079,61,
7080,87,
7081,81,
7082,38,
7083,26,
7084,31,
7085,123,
7086,59,
7087,78,
7088,101,
7089,90,
7090,73,
7091,61,
7092,70,
7093,76,
7094,26,
7095,35,
7096,169,
7097,51,
7098,129,
7099,24,
7100,127,
7101,37,
7102,59,
7103,20,
7104,81,
7105,51,
7106,186,
7107,43,
7108,73,
7109,146,
7110,55,
7111,134,
7112,34,
7113,68,
7114,266,
7115,53,
7116,50,
7117,154,
7118,77,
7119,147,
7120,39,
7121,39,
7122,25,
7123,113,
7124,75,
7125,44,
7126,41,
7127,149,
7128,106,
7129,79,
7130,69,
7131,50,
7132,85,
7133,23,
7134,70,
7135,6,
7136,29,
7137,68,
7138,25,
7139,233,
7140,29,
7141,78,
7142,151,
7143,102,
7144,39,
7145,66,
7146,71,
7147,33,
7148,29,
7149,71,
7150,153,
7151,96,
7152,31,
7153,65,
7154,38,
7155,107,
7156,34,
7157,84,
7158,31,
7159,33,
7160,31,
