key,value
2497,65,
2498,55,
2499,86,
2500,20,
2501,67,
2502,102,
2503,36,
2504,22,
2505,76,
2506,86,
2507,68,
2508,113,
2509,69,
2510,45,
2511,146,
2512,89,
2513,129,
2514,61,
2515,92,
2516,152,
2517,145,
2518,64,
2519,57,
2520,19,
2521,49,
2522,68,
2523,47,
2524,88,
2525,43,
2526,74,
2527,133,
2528,47,
2529,53,
2530,95,
2531,39,
2532,28,
2533,133,
2534,112,
2535,58,
2536,45,
2537,63,
2538,118,
2539,90,
2540,38,
2541,48,
2542,166,
2543,76,
2544,91,
2545,49,
2546,29,
2547,34,
2548,93,
2549,141,
2550,72,
2551,14,
2552,192,
2553,53,
2554,33,
2555,69,
2556,77,
2557,37,
2558,150,
2559,173,
2560,66,
2561,109,
2562,61,
2563,80,
2564,44,
2565,92,
2566,59,
2567,53,
2568,79,
2569,8,
2570,60,
2571,53,
2572,30,
2573,72,
2574,84,
2575,155,
2576,66,
2577,114,
2578,35,
2579,67,
2580,97,
2581,93,
2582,67,
2583,205,
2584,34,
2585,49,
2586,91,
2587,19,
2588,117,
2589,20,
2590,52,
2591,93,
2592,155,
2593,43,
2594,134,
2595,61,
2596,40,
2597,27,
2598,81,
2599,58,
2600,72,
2601,33,
2602,285,
2603,66,
2604,106,
2605,128,
2606,73,
2607,110,
2608,25,
2609,80,
2610,41,
2611,194,
2612,166,
2613,53,
2614,202,
2615,36,
2616,103,
2617,69,
2618,103,
2619,98,
2620,54,
2621,112,
2622,72,
2623,62,
2624,70,
2625,114,
2626,34,
2627,100,
2628,123,
2629,50,
2630,110,
2631,84,
2632,65,
2633,78,
2634,116,
2635,88,
2636,159,
2637,165,
2638,77,
2639,57,
2640,76,
2641,39,
2642,112,
2643,142,
2644,54,
2645,65,
2646,98,
2647,45,
2648,147,
2649,32,
2650,196,
2651,57,
2652,52,
2653,36,
2654,86,
2655,29,
2656,102,
2657,36,
2658,74,
2659,66,
2660,242,
2661,47,
2662,48,
2663,13,
2664,128,
2665,27,
2666,121,
2667,77,
2668,33,
2669,58,
2670,81,
2671,92,
2672,105,
2673,133,
2674,70,
2675,86,
2676,171,
2677,32,
2678,41,
2679,189,
2680,22,
2681,91,
2682,105,
2683,43,
2684,184,
2685,161,
2686,113,
2687,106,
2688,77,
2689,39,
2690,116,
2691,60,
2692,122,
2693,63,
2694,86,
2695,57,
2696,63,
2697,25,
2698,102,
2699,22,
2700,20,
2701,74,
2702,131,
2703,70,
2704,70,
2705,232,
2706,58,
2707,44,
2708,156,
2709,49,
2710,28,
2711,167,
2712,72,
2713,60,
2714,39,
2715,83,
2716,68,
2717,61,
2718,65,
2719,27,
2720,68,
2721,26,
2722,45,
2723,130,
2724,27,
2725,82,
2726,161,
2727,55,
2728,48,
2729,24,
2730,35,
2731,105,
2732,204,
2733,84,
2734,30,
2735,168,
2736,106,
2737,40,
2738,55,
2739,56,
2740,71,
2741,86,
2742,43,
2743,137,
2744,250,
2745,33,
2746,67,
2747,96,
2748,25,
2749,49,
2750,72,
2751,101,
2752,161,
2753,59,
2754,117,
2755,56,
2756,67,
2757,61,
2758,169,
2759,104,
2760,72,
2761,41,
2762,22,
2763,107,
2764,104,
2765,90,
2766,79,
2767,77,
2768,57,
2769,130,
2770,79,
2771,96,
2772,23,
2773,134,
2774,70,
2775,118,
2776,140,
2777,121,
2778,70,
2779,162,
2780,61,
2781,114,
2782,37,
2783,43,
2784,126,
2785,194,
2786,62,
2787,29,
2788,158,
2789,134,
2790,104,
2791,23,
2792,94,
2793,54,
2794,59,
2795,41,
2796,93,
2797,79,
2798,106,
2799,93,
2800,83,
2801,186,
2802,40,
2803,53,
2804,53,
2805,52,
2806,76,
2807,141,
2808,18,
2809,147,
2810,201,
2811,159,
2812,62,
2813,44,
2814,65,
2815,184,
2816,23,
2817,94,
2818,29,
2819,94,
2820,60,
2821,176,
2822,63,
2823,51,
2824,22,
2825,44,
2826,28,
2827,49,
2828,216,
2829,66,
2830,51,
2831,32,
2832,74,
2833,50,
2834,66,
2835,118,
2836,74,
2837,24,
2838,27,
2839,17,
2840,182,
2841,77,
2842,95,
2843,86,
2844,61,
2845,72,
2846,47,
2847,41,
2848,69,
2849,76,
2850,68,
2851,84,
2852,228,
2853,73,
2854,30,
2855,305,
2856,40,
2857,150,
2858,67,
2859,26,
2860,83,
2861,11,
2862,63,
2863,39,
2864,128,
2865,57,
2866,43,
2867,43,
2868,99,
2869,69,
2870,41,
2871,49,
2872,22,
2873,56,
2874,108,
2875,75,
2876,69,
2877,95,
2878,132,
2879,232,
2880,123,
2881,124,
2882,68,
2883,220,
2884,47,
2885,46,
2886,159,
2887,118,
2888,44,
2889,48,
2890,63,
2891,76,
2892,109,
2893,41,
2894,34,
2895,101,
2896,85,
2897,31,
2898,102,
2899,218,
2900,9,
2901,50,
2902,74,
2903,74,
2904,134,
2905,75,
2906,19,
2907,71,
2908,38,
2909,7,
2910,113,
2911,63,
2912,73,
2913,98,
2914,40,
2915,82,
2916,18,
2917,46,
2918,114,
2919,55,
2920,90,
2921,50,
2922,78,
2923,33,
2924,34,
2925,61,
2926,133,
2927,30,
2928,13,
2929,149,
2930,82,
2931,173,
2932,147,
2933,67,
2934,35,
2935,54,
2936,20,
2937,227,
2938,140,
2939,96,
2940,63,
2941,74,
2942,70,
2943,49,
2944,35,
2945,104,
2946,63,
2947,29,
2948,247,
2949,55,
2950,111,
2951,61,
2952,104,
2953,102,
2954,84,
2955,64,
2956,146,
2957,106,
2958,33,
2959,111,
2960,59,
2961,57,
2962,40,
2963,36,
2964,29,
2965,38,
2966,259,
2967,196,
2968,60,
2969,173,
2970,38,
2971,63,
2972,89,
2973,30,
2974,67,
2975,86,
2976,53,
2977,53,
2978,125,
2979,92,
2980,32,
2981,80,
2982,65,
2983,57,
2984,61,
2985,72,
2986,38,
2987,63,
2988,67,
2989,95,
2990,63,
2991,189,
2992,56,
2993,110,
2994,82,
2995,42,
2996,81,
2997,51,
2998,29,
2999,42,
3000,71,
3001,173,
3002,54,
3003,185,
3004,33,
3005,59,
3006,34,
3007,75,
3008,95,
3009,67,
3010,91,
3011,61,
3012,102,
3013,121,
3014,35,
3015,31,
3016,16,
3017,54,
3018,65,
3019,95,
3020,81,
3021,86,
3022,24,
3023,78,
3024,58,
3025,98,
3026,55,
3027,80,
3028,79,
3029,47,
3030,52,
3031,47,
3032,92,
3033,135,
3034,120,
3035,43,
3036,48,
3037,153,
3038,63,
3039,65,
3040,26,
3041,101,
3042,83,
3043,26,
3044,16,
3045,59,
3046,72,
3047,76,
3048,34,
3049,46,
3050,63,
3051,35,
3052,23,
3053,77,
3054,60,
3055,39,
3056,63,
3057,53,
3058,330,
3059,65,
3060,108,
3061,103,
3062,158,
3063,188,
3064,47,
3065,138,
3066,96,
3067,44,
3068,56,
3069,124,
3070,62,
3071,17,
3072,62,
3073,9,
3074,70,
3075,48,
3076,65,
3077,47,
3078,64,
3079,77,
3080,63,
3081,38,
3082,67,
3083,64,
3084,35,
3085,131,
3086,168,
3087,59,
3088,27,
3089,69,
3090,188,
3091,53,
3092,90,
3093,27,
3094,51,
3095,24,
3096,17,
3097,57,
3098,51,
3099,28,
3100,27,
3101,79,
3102,65,
3103,20,
3104,44,
3105,27,
3106,19,
3107,72,
3108,64,
3109,60,
3110,86,
3111,75,
3112,57,
3113,45,
3114,108,
3115,85,
3116,83,
3117,67,
3118,43,
3119,79,
3120,132,
3121,28,
3122,48,
3123,94,
3124,17,
3125,114,
3126,35,
3127,40,
3128,120,
3129,123,
3130,69,
3131,27,
3132,145,
3133,104,
3134,37,
3135,43,
3136,51,
3137,36,
3138,172,
3139,130,
3140,18,
3141,83,
3142,40,
3143,26,
3144,86,
3145,89,
3146,50,
3147,65,
3148,106,
3149,10,
3150,22,
3151,68,
3152,82,
3153,80,
3154,83,
3155,234,
3156,74,
3157,136,
3158,160,
3159,44,
3160,31,
3161,143,
3162,17,
3163,116,
3164,44,
3165,98,
3166,98,
3167,100,
3168,86,
3169,83,
3170,126,
3171,174,
3172,30,
3173,272,
3174,61,
3175,221,
3176,259,
3177,16,
3178,103,
3179,188,
3180,61,
3181,69,
3182,35,
3183,57,
3184,62,
3185,99,
3186,5,
3187,70,
3188,23,
3189,112,
3190,91,
3191,52,
3192,34,
3193,54,
3194,133,
3195,59,
3196,48,
3197,106,
3198,57,
3199,38,
3200,109,
3201,54,
3202,216,
3203,42,
3204,92,
3205,217,
3206,52,
3207,58,
3208,48,
3209,123,
3210,127,
3211,60,
3212,66,
3213,37,
3214,112,
3215,19,
3216,68,
3217,68,
3218,81,
3219,27,
3220,39,
3221,77,
3222,157,
3223,110,
3224,44,
3225,72,
3226,44,
3227,100,
3228,63,
3229,52,
3230,93,
3231,16,
3232,50,
3233,19,
3234,105,
3235,104,
3236,58,
3237,17,
3238,199,
3239,220,
3240,177,
3241,99,
3242,92,
3243,68,
3244,27,
3245,133,
3246,191,
3247,25,
3248,75,
3249,85,
3250,61,
3251,39,
3252,70,
3253,87,
3254,56,
3255,37,
3256,25,
3257,43,
3258,37,
3259,35,
3260,61,
3261,77,
3262,67,
3263,142,
3264,72,
3265,47,
3266,118,
3267,75,
3268,151,
3269,68,
3270,62,
3271,131,
3272,32,
3273,34,
3274,160,
3275,59,
3276,101,
3277,105,
3278,33,
3279,62,
3280,109,
3281,201,
3282,89,
3283,53,
3284,79,
3285,42,
3286,118,
3287,64,
3288,175,
3289,104,
3290,59,
3291,135,
3292,74,
3293,16,
3294,47,
3295,121,
3296,37,
3297,257,
3298,74,
3299,227,
3300,320,
3301,14,
3302,54,
3303,48,
3304,87,
3305,117,
3306,83,
3307,65,
3308,43,
3309,47,
3310,35,
3311,53,
3312,93,
3313,38,
3314,96,
3315,43,
3316,171,
3317,115,
3318,28,
3319,245,
3320,89,
3321,47,
3322,12,
3323,127,
3324,103,
3325,66,
3326,69,
3327,78,
3328,72,
3329,51,
3330,44,
3331,54,
3332,93,
3333,34,
3334,71,
3335,108,
3336,199,
3337,88,
3338,50,
3339,128,
3340,34,
3341,38,
3342,25,
3343,6,
3344,48,
3345,116,
3346,72,
3347,84,
3348,27,
3349,123,
3350,137,
3351,114,
3352,55,
3353,62,
3354,85,
3355,26,
3356,57,
3357,39,
3358,86,
3359,43,
3360,61,
3361,48,
3362,66,
3363,39,
3364,31,
3365,13,
3366,137,
3367,55,
3368,11,
3369,53,
3370,72,
3371,39,
3372,84,
3373,38,
3374,104,
3375,130,
3376,37,
3377,147,
3378,58,
3379,76,
3380,49,
3381,68,
3382,47,
3383,15,
3384,72,
3385,120,
3386,122,
3387,66,
3388,49,
3389,155,
3390,41,
3391,119,
3392,60,
3393,58,
3394,31,
3395,57,
3396,72,
3397,92,
3398,34,
3399,56,
3400,63,
3401,96,
3402,105,
3403,166,
3404,149,
3405,118,
3406,64,
3407,89,
3408,16,
3409,64,
3410,94,
3411,75,
3412,93,
3413,61,
3414,76,
3415,194,
3416,108,
3417,38,
3418,85,
3419,75,
3420,90,
3421,111,
3422,139,
3423,141,
3424,33,
3425,48,
3426,59,
3427,128,
3428,106,
3429,52,
3430,63,
3431,56,
3432,68,
3433,152,
3434,56,
3435,21,
3436,74,
3437,60,
3438,96,
3439,133,
3440,14,
3441,34,
3442,46,
3443,24,
3444,203,
3445,168,
3446,151,
3447,133,
3448,62,
3449,68,
3450,36,
3451,112,
3452,26,
3453,142,
3454,84,
3455,27,
3456,24,
3457,99,
3458,96,
3459,51,
3460,27,
3461,36,
3462,34,
3463,69,
3464,128,
3465,26,
3466,37,
3467,53,
3468,154,
3469,11,
3470,80,
3471,147,
3472,34,
3473,73,
3474,77,
3475,20,
3476,101,
3477,40,
3478,44,
3479,92,
3480,60,
3481,58,
3482,64,
3483,59,
3484,142,
3485,40,
3486,286,
3487,55,
3488,67,
3489,95,
3490,69,
3491,36,
3492,71,
3493,115,
3494,58,
3495,225,
3496,85,
3497,38,
3498,65,
3499,107,
3500,158,
3501,17,
3502,100,
3503,51,
3504,25,
3505,16,
3506,142,
3507,96,
3508,87,
3509,11,
3510,52,
3511,138,
3512,85,
3513,28,
3514,269,
3515,56,
3516,49,
3517,37,
3518,82,
3519,47,
3520,36,
3521,51,
3522,80,
3523,24,
3524,135,
3525,34,
3526,72,
3527,33,
3528,121,
3529,101,
3530,48,
3531,28,
3532,51,
3533,83,
3534,27,
3535,170,
3536,172,
3537,31,
3538,149,
3539,90,
3540,32,
3541,148,
3542,129,
3543,117,
3544,54,
3545,141,
3546,66,
3547,48,
3548,83,
3549,34,
3550,116,
3551,107,
3552,243,
3553,86,
3554,37,
3555,31,
3556,245,
3557,69,
3558,71,
3559,49,
3560,24,
3561,72,
3562,198,
3563,170,
3564,60,
3565,76,
3566,45,
3567,122,
3568,55,
3569,213,
3570,100,
3571,111,
3572,49,
3573,51,
3574,64,
3575,25,
3576,68,
3577,137,
3578,89,
3579,48,
3580,126,
3581,48,
3582,39,
3583,59,
3584,71,
3585,79,
3586,117,
3587,55,
3588,178,
3589,135,
3590,68,
3591,82,
3592,16,
3593,52,
3594,93,
3595,79,
3596,14,
3597,68,
3598,44,
3599,66,
3600,101,
3601,48,
3602,76,
3603,38,
3604,38,
3605,30,
3606,119,
3607,41,
3608,112,
3609,57,
3610,109,
3611,183,
3612,110,
3613,93,
3614,90,
3615,65,
3616,118,
3617,69,
3618,83,
3619,67,
3620,11,
3621,16,
3622,76,
3623,62,
3624,82,
3625,110,
3626,23,
3627,211,
3628,39,
3629,57,
3630,26,
3631,66,
3632,55,
3633,59,
3634,62,
3635,69,
3636,101,
3637,137,
3638,76,
3639,123,
3640,26,
3641,66,
3642,85,
3643,178,
3644,73,
3645,378,
3646,47,
3647,121,
3648,94,
3649,101,
3650,37,
3651,82,
3652,29,
3653,74,
3654,99,
3655,62,
3656,134,
3657,130,
3658,102,
3659,52,
3660,135,
3661,69,
3662,95,
3663,32,
3664,50,
3665,42,
3666,112,
3667,84,
3668,85,
3669,18,
3670,60,
3671,130,
3672,178,
3673,138,
3674,63,
3675,82,
3676,46,
3677,54,
3678,176,
3679,101,
3680,195,
3681,58,
3682,53,
3683,7,
3684,194,
3685,74,
3686,38,
3687,34,
3688,74,
3689,86,
3690,62,
3691,105,
3692,45,
3693,21,
3694,45,
3695,139,
3696,66,
3697,110,
3698,60,
3699,20,
3700,68,
3701,46,
3702,154,
3703,70,
3704,60,
3705,139,
3706,27,
3707,45,
3708,83,
3709,81,
3710,154,
3711,109,
3712,123,
3713,55,
3714,122,
3715,92,
3716,73,
3717,74,
3718,98,
3719,74,
3720,63,
3721,31,
3722,90,
3723,29,
3724,56,
3725,33,
3726,23,
3727,85,
3728,189,
3729,51,
3730,97,
3731,39,
3732,100,
3733,47,
3734,77,
3735,67,
3736,44,
3737,74,
3738,76,
3739,45,
3740,22,
3741,326,
3742,35,
3743,47,
3744,99,
3745,124,
3746,51,
3747,72,
3748,32,
3749,52,
3750,39,
3751,35,
3752,65,
3753,92,
3754,164,
3755,48,
3756,88,
3757,12,
3758,74,
3759,38,
3760,239,
3761,29,
3762,84,
3763,155,
3764,63,
3765,107,
3766,36,
3767,45,
3768,286,
3769,68,
3770,57,
3771,112,
3772,30,
3773,7,
3774,110,
3775,51,
3776,147,
3777,101,
3778,36,
3779,100,
3780,22,
3781,92,
3782,48,
3783,38,
3784,70,
3785,47,
3786,74,
3787,69,
3788,77,
3789,139,
3790,141,
3791,96,
3792,33,
3793,70,
3794,34,
3795,48,
3796,36,
3797,44,
3798,61,
3799,36,
3800,32,
3801,90,
3802,46,
3803,29,
3804,49,
3805,101,
3806,70,
3807,58,
3808,40,
3809,98,
3810,131,
3811,149,
3812,31,
3813,30,
3814,97,
3815,69,
3816,75,
3817,24,
3818,35,
3819,106,
3820,45,
3821,92,
3822,102,
3823,72,
3824,105,
3825,181,
3826,103,
3827,191,
3828,87,
3829,215,
3830,199,
3831,62,
3832,64,
3833,59,
3834,60,
3835,114,
3836,76,
3837,82,
3838,57,
3839,73,
3840,86,
3841,82,
3842,65,
3843,25,
3844,28,
3845,245,
3846,111,
3847,43,
3848,124,
3849,24,
3850,65,
3851,138,
3852,170,
3853,44,
3854,80,
3855,75,
3856,20,
3857,32,
3858,40,
3859,136,
3860,17,
3861,147,
3862,37,
3863,86,
3864,145,
3865,77,
3866,59,
3867,157,
3868,155,
3869,47,
3870,84,
3871,92,
3872,125,
3873,91,
3874,62,
3875,46,
3876,66,
3877,29,
3878,113,
3879,13,
3880,129,
3881,132,
3882,182,
3883,61,
3884,80,
3885,128,
3886,108,
3887,32,
3888,114,
3889,58,
3890,101,
3891,163,
3892,50,
3893,23,
3894,58,
3895,46,
3896,93,
3897,43,
3898,76,
3899,47,
3900,37,
3901,41,
3902,153,
3903,193,
3904,61,
3905,64,
3906,119,
3907,37,
3908,97,
3909,30,
3910,61,
3911,112,
3912,90,
3913,201,
3914,58,
3915,71,
3916,72,
3917,41,
3918,53,
3919,69,
3920,154,
3921,70,
3922,153,
3923,69,
3924,104,
3925,63,
3926,120,
3927,37,
3928,92,
3929,215,
3930,110,
3931,32,
3932,43,
3933,132,
3934,122,
3935,74,
3936,61,
3937,81,
3938,24,
3939,75,
3940,30,
3941,83,
3942,32,
3943,311,
3944,62,
3945,133,
3946,130,
3947,152,
3948,69,
3949,188,
3950,56,
3951,80,
3952,149,
3953,57,
3954,86,
3955,82,
3956,84,
3957,19,
3958,57,
3959,127,
3960,90,
3961,46,
3962,78,
3963,54,
3964,58,
3965,109,
3966,108,
3967,186,
3968,55,
3969,35,
3970,141,
3971,139,
3972,68,
3973,16,
3974,94,
3975,56,
3976,41,
3977,41,
3978,210,
3979,50,
3980,69,
3981,68,
3982,60,
3983,107,
3984,78,
3985,33,
3986,53,
3987,79,
3988,181,
3989,26,
3990,125,
3991,106,
3992,110,
3993,103,
3994,75,
3995,153,
3996,82,
3997,79,
3998,58,
3999,52,
4000,54,
4001,57,
4002,70,
4003,242,
4004,67,
4005,29,
4006,34,
4007,130,
4008,41,
4009,109,
4010,36,
4011,87,
4012,49,
4013,72,
4014,43,
4015,46,
4016,70,
4017,29,
4018,19,
4019,63,
4020,61,
4021,142,
4022,67,
4023,22,
4024,62,
4025,176,
4026,84,
4027,147,
4028,62,
4029,37,
4030,43,
4031,93,
4032,75,
4033,104,
4034,58,
4035,30,
4036,51,
4037,39,
4038,32,
4039,60,
4040,33,
4041,61,
4042,116,
4043,71,
4044,40,
4045,95,
4046,61,
4047,14,
4048,185,
4049,37,
4050,29,
4051,103,
4052,22,
4053,97,
4054,87,
4055,74,
4056,57,
4057,65,
4058,226,
4059,79,
4060,49,
4061,152,
4062,115,
4063,53,
4064,59,
4065,65,
4066,75,
4067,22,
4068,68,
4069,253,
4070,232,
4071,47,
4072,98,
4073,69,
4074,63,
4075,31,
4076,59,
4077,56,
4078,54,
4079,26,
4080,69,
4081,86,
4082,77,
4083,51,
4084,11,
4085,61,
4086,117,
4087,56,
4088,78,
4089,56,
4090,187,
4091,53,
4092,62,
4093,69,
4094,57,
4095,44,
4096,62,
4097,94,
4098,89,
4099,206,
4100,41,
4101,63,
4102,55,
4103,103,
4104,76,
4105,20,
4106,247,
4107,94,
4108,84,
4109,51,
4110,69,
4111,100,
4112,146,
4113,18,
4114,62,
4115,64,
4116,49,
4117,136,
4118,60,
4119,67,
4120,108,
4121,34,
4122,27,
4123,75,
4124,31,
4125,127,
4126,98,
4127,54,
4128,146,
4129,83,
4130,83,
4131,27,
4132,78,
4133,17,
4134,136,
4135,46,
4136,121,
4137,212,
4138,41,
4139,136,
4140,22,
4141,94,
4142,25,
4143,183,
4144,24,
4145,77,
4146,90,
4147,42,
4148,69,
4149,32,
4150,79,
4151,107,
4152,199,
4153,73,
4154,63,
4155,91,
4156,257,
4157,145,
4158,10,
4159,67,
4160,52,
4161,99,
4162,119,
4163,27,
4164,53,
4165,343,
4166,106,
4167,284,
4168,39,
4169,68,
4170,173,
4171,25,
4172,19,
4173,86,
4174,139,
4175,71,
4176,120,
4177,79,
4178,83,
4179,18,
4180,84,
4181,102,
4182,97,
4183,67,
4184,46,
4185,149,
4186,172,
4187,39,
4188,36,
4189,50,
4190,97,
4191,82,
4192,171,
4193,46,
4194,89,
4195,227,
4196,104,
4197,88,
4198,89,
4199,81,
4200,29,
4201,96,
4202,19,
4203,77,
4204,216,
4205,41,
4206,47,
4207,93,
4208,7,
4209,53,
4210,238,
4211,62,
4212,53,
4213,40,
4214,45,
4215,115,
4216,38,
4217,70,
4218,201,
4219,90,
4220,127,
4221,94,
4222,79,
4223,58,
4224,69,
4225,42,
4226,123,
4227,22,
4228,22,
4229,74,
4230,79,
4231,61,
4232,32,
4233,184,
4234,76,
4235,116,
4236,31,
4237,51,
4238,55,
4239,150,
4240,70,
4241,146,
4242,32,
4243,61,
4244,37,
4245,36,
4246,37,
4247,77,
4248,185,
4249,48,
4250,69,
4251,57,
4252,28,
4253,211,
4254,100,
4255,54,
4256,37,
4257,102,
4258,44,
4259,281,
4260,351,
4261,46,
4262,26,
4263,104,
4264,105,
4265,46,
4266,49,
4267,26,
4268,104,
4269,45,
4270,57,
4271,71,
4272,82,
4273,88,
4274,47,
4275,42,
4276,76,
4277,54,
4278,69,
4279,17,
4280,85,
4281,97,
4282,29,
4283,61,
4284,67,
4285,70,
4286,87,
4287,39,
4288,126,
4289,45,
4290,42,
4291,54,
4292,26,
4293,99,
4294,117,
4295,82,
4296,132,
4297,133,
4298,41,
4299,112,
4300,84,
4301,69,
4302,69,
4303,66,
4304,97,
4305,51,
4306,48,
4307,83,
4308,77,
4309,120,
4310,129,
4311,169,
4312,31,
4313,164,
4314,69,
4315,68,
4316,148,
4317,41,
4318,40,
4319,56,
4320,124,
4321,56,
4322,94,
4323,84,
4324,132,
4325,109,
4326,121,
4327,31,
4328,239,
4329,20,
4330,31,
4331,39,
4332,81,
4333,35,
4334,26,
4335,115,
4336,106,
4337,30,
4338,84,
4339,51,
4340,116,
4341,33,
4342,29,
4343,77,
4344,95,
4345,19,
4346,64,
4347,115,
4348,26,
4349,86,
4350,66,
4351,58,
4352,103,
4353,56,
4354,116,
4355,43,
4356,94,
4357,46,
4358,173,
4359,101,
4360,80,
4361,68,
4362,77,
4363,36,
4364,87,
4365,124,
4366,61,
4367,15,
4368,51,
4369,12,
4370,177,
4371,74,
4372,61,
4373,77,
4374,47,
4375,37,
4376,34,
4377,50,
4378,44,
4379,63,
4380,40,
4381,68,
4382,39,
4383,125,
4384,44,
4385,53,
4386,121,
4387,98,
4388,169,
4389,68,
4390,71,
4391,27,
4392,59,
4393,91,
4394,97,
4395,85,
4396,157,
4397,33,
4398,80,
4399,163,
4400,71,
4401,52,
4402,137,
4403,156,
4404,44,
4405,188,
4406,89,
4407,174,
4408,65,
4409,40,
4410,25,
4411,33,
4412,103,
4413,258,
4414,60,
4415,112,
4416,91,
4417,59,
4418,98,
4419,15,
4420,57,
4421,45,
4422,137,
4423,46,
4424,57,
4425,73,
4426,53,
4427,14,
4428,19,
4429,71,
4430,22,
4431,163,
4432,42,
4433,25,
4434,66,
4435,150,
4436,125,
4437,73,
4438,28,
4439,199,
4440,161,
4441,59,
4442,84,
4443,43,
4444,46,
4445,37,
4446,64,
4447,103,
4448,8,
4449,31,
4450,108,
4451,53,
4452,35,
4453,140,
4454,67,
4455,72,
4456,40,
4457,171,
4458,62,
4459,54,
4460,47,
4461,45,
4462,30,
4463,93,
4464,34,
4465,27,
4466,70,
4467,38,
4468,56,
4469,77,
4470,88,
4471,135,
4472,31,
4473,75,
4474,63,
4475,90,
4476,60,
4477,33,
4478,66,
4479,106,
4480,56,
4481,80,
4482,30,
4483,75,
4484,62,
4485,66,
4486,75,
4487,112,
4488,31,
4489,74,
4490,71,
4491,136,
4492,39,
4493,108,
4494,38,
4495,32,
4496,164,
4497,60,
4498,77,
4499,46,
4500,199,
4501,64,
4502,72,
4503,44,
4504,197,
4505,76,
4506,162,
4507,147,
4508,92,
4509,61,
4510,143,
4511,69,
4512,48,
4513,13,
4514,186,
4515,72,
4516,104,
4517,89,
4518,32,
4519,117,
4520,22,
4521,109,
4522,24,
4523,43,
4524,123,
4525,50,
4526,17,
4527,198,
4528,86,
4529,30,
4530,196,
4531,43,
4532,102,
4533,177,
4534,70,
4535,89,
4536,65,
4537,129,
4538,70,
4539,97,
4540,129,
4541,158,
4542,112,
4543,45,
4544,87,
4545,86,
4546,189,
4547,75,
4548,104,
4549,53,
4550,18,
4551,159,
4552,28,
4553,82,
4554,100,
4555,108,
4556,62,
4557,37,
4558,102,
4559,68,
4560,98,
4561,33,
4562,22,
4563,35,
4564,59,
4565,155,
4566,48,
4567,56,
4568,86,
4569,238,
4570,165,
4571,64,
4572,109,
4573,33,
4574,22,
4575,76,
4576,88,
4577,62,
4578,54,
4579,164,
4580,68,
4581,77,
4582,56,
4583,34,
4584,54,
4585,56,
4586,67,
4587,55,
4588,231,
4589,72,
4590,22,
4591,59,
4592,367,
4593,54,
4594,65,
4595,99,
4596,71,
4597,30,
4598,63,
4599,52,
4600,88,
4601,86,
4602,87,
4603,276,
4604,81,
4605,55,
4606,41,
4607,145,
4608,78,
4609,41,
4610,24,
4611,67,
4612,88,
4613,86,
4614,16,
4615,45,
4616,78,
4617,16,
4618,195,
4619,58,
4620,58,
4621,60,
4622,130,
4623,97,
4624,136,
4625,124,
4626,101,
4627,114,
4628,85,
4629,60,
4630,123,
4631,161,
4632,15,
4633,54,
4634,86,
4635,59,
4636,91,
4637,74,
4638,71,
4639,20,
4640,102,
4641,56,
4642,87,
4643,63,
4644,80,
4645,273,
4646,66,
4647,51,
4648,59,
4649,103,
4650,29,
4651,105,
4652,71,
4653,58,
4654,92,
4655,120,
4656,245,
4657,67,
4658,139,
4659,24,
4660,53,
4661,24,
4662,212,
4663,27,
4664,171,
4665,104,
4666,78,
4667,43,
4668,48,
4669,85,
4670,59,
4671,92,
4672,33,
4673,43,
4674,127,
4675,78,
4676,28,
4677,66,
4678,87,
4679,46,
4680,45,
4681,77,
4682,21,
4683,50,
4684,54,
4685,48,
4686,19,
4687,32,
4688,168,
4689,179,
4690,53,
4691,51,
4692,35,
4693,24,
4694,37,
4695,93,
4696,52,
4697,95,
4698,181,
4699,22,
4700,106,
4701,103,
4702,38,
4703,64,
4704,28,
4705,49,
4706,94,
4707,142,
4708,77,
4709,86,
4710,80,
4711,34,
4712,45,
4713,105,
4714,162,
4715,34,
4716,47,
4717,9,
4718,18,
4719,59,
4720,74,
4721,37,
4722,34,
4723,8,
4724,20,
4725,85,
4726,91,
4727,58,
4728,59,
4729,16,
4730,53,
4731,250,
4732,82,
4733,281,
4734,39,
4735,106,
4736,33,
4737,79,
4738,53,
4739,92,
4740,54,
4741,181,
4742,74,
4743,221,
4744,86,
4745,20,
4746,74,
4747,66,
4748,23,
4749,114,
4750,178,
4751,32,
4752,82,
4753,42,
4754,110,
4755,27,
4756,48,
4757,29,
4758,54,
4759,100,
4760,60,
4761,137,
4762,40,
4763,60,
4764,105,
4765,113,
4766,51,
4767,90,
4768,112,
4769,27,
4770,66,
4771,59,
4772,136,
4773,100,
4774,45,
4775,40,
4776,14,
4777,129,
4778,38,
4779,149,
4780,68,
4781,66,
4782,62,
4783,42,
4784,105,
4785,102,
4786,101,
4787,83,
4788,78,
4789,37,
4790,33,
4791,100,
4792,112,
4793,104,
4794,63,
4795,216,
4796,15,
4797,72,
4798,17,
4799,51,
4800,36,
4801,94,
4802,189,
4803,51,
4804,134,
4805,89,
4806,134,
4807,51,
4808,73,
4809,46,
4810,62,
4811,61,
4812,63,
4813,77,
4814,145,
4815,50,
4816,94,
4817,46,
4818,52,
4819,28,
4820,40,
4821,61,
4822,104,
4823,54,
4824,179,
4825,51,
4826,56,
4827,71,
4828,85,
